#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RUVBL2	H4C13	9606.ENSP00000473172	9606.ENSP00000480960	0	0	0	0	0.056	0.853	0	0.121	0.868
RUVBL2	H3C2	9606.ENSP00000473172	9606.ENSP00000484841	0	0	0	0	0.070	0.863	0	0.102	0.876
RUVBL2	H3C7	9606.ENSP00000473172	9606.ENSP00000484095	0	0	0	0	0.067	0.863	0	0.119	0.878
RUVBL2	H3C8	9606.ENSP00000473172	9606.ENSP00000484638	0	0	0	0	0.067	0.863	0	0.122	0.878
RUVBL2	H3C11	9606.ENSP00000473172	9606.ENSP00000483283	0	0	0	0	0.067	0.863	0	0.122	0.878
RUVBL2	H3C1	9606.ENSP00000473172	9606.ENSP00000480826	0	0	0	0	0.067	0.863	0	0.125	0.878
RUVBL2	H3C3	9606.ENSP00000473172	9606.ENSP00000484658	0	0	0	0	0.067	0.863	0	0.178	0.886
RUVBL2	H3C6	9606.ENSP00000473172	9606.ENSP00000489282	0	0	0	0	0.067	0.863	0	0.180	0.886
RUVBL2	ACTB	9606.ENSP00000473172	9606.ENSP00000494750	0	0	0	0	0.080	0.836	0.900	0.710	0.995
S100A9	BSG	9606.ENSP00000357727	9606.ENSP00000333769	0	0	0	0	0.042	0.093	0	0.683	0.700
S100A9	CD36	9606.ENSP00000357727	9606.ENSP00000415743	0	0	0	0	0.181	0.112	0.500	0.530	0.806
SDC1	ITGB4	9606.ENSP00000370542	9606.ENSP00000200181	0	0	0	0	0.088	0.301	0.500	0.565	0.843
SDC1	ITGAV	9606.ENSP00000370542	9606.ENSP00000261023	0	0	0	0	0.062	0	0.900	0.261	0.924
SDC1	FN1	9606.ENSP00000370542	9606.ENSP00000346839	0	0	0	0	0.086	0	0.900	0.992	0.999
SDC1	SDC4	9606.ENSP00000370542	9606.ENSP00000361818	0	0	0	0.687	0.099	0.126	0.900	0.409	0.947
SDC1	HSPG2	9606.ENSP00000370542	9606.ENSP00000363827	0	0	0	0	0.086	0	0.400	0.943	0.966
SDC1	AGRN	9606.ENSP00000370542	9606.ENSP00000368678	0	0	0	0	0.107	0	0.400	0.594	0.763
SDC1	CD44	9606.ENSP00000370542	9606.ENSP00000398632	0	0	0	0	0	0	0	0.927	0.927
SDC4	FN1	9606.ENSP00000361818	9606.ENSP00000346839	0	0	0	0	0.086	0	0.900	0.992	0.999
SDC4	HSPG2	9606.ENSP00000361818	9606.ENSP00000363827	0	0	0	0	0.068	0	0.400	0.647	0.785
SDC4	SDC1	9606.ENSP00000361818	9606.ENSP00000370542	0	0	0	0.687	0.099	0.126	0.900	0.409	0.947
SPTAN1	MYH9	9606.ENSP00000487444	9606.ENSP00000216181	0	0	0	0	0.163	0.329	0.500	0.524	0.848
SPTAN1	CALM3	9606.ENSP00000487444	9606.ENSP00000291295	0	0	0	0.755	0.062	0.919	0	0.556	0.963
SPTAN1	CALM2	9606.ENSP00000487444	9606.ENSP00000499797	0	0	0	0.755	0.049	0.905	0	0.436	0.944
SPTAN1	CALM1	9606.ENSP00000487444	9606.ENSP00000499717	0	0	0	0.754	0.083	0.905	0	0.432	0.946
STIP1	RUVBL1	9606.ENSP00000351646	9606.ENSP00000318297	0	0	0	0	0.371	0.132	0.540	0.231	0.781
STIP1	RUVBL2	9606.ENSP00000351646	9606.ENSP00000473172	0	0	0	0	0.283	0.137	0.540	0.275	0.766
STIP1	HSPA2	9606.ENSP00000351646	9606.ENSP00000378199	0	0	0	0	0.202	0.579	0.500	0.277	0.862
STIP1	PTGES3	9606.ENSP00000351646	9606.ENSP00000482075	0	0	0	0	0.442	0.569	0.900	0.863	0.996
TAX1BP3	RHOA	9606.ENSP00000225525	9606.ENSP00000400175	0	0	0	0	0.064	0	0.500	0.554	0.773
TPM4	MYH9	9606.ENSP00000494125	9606.ENSP00000216181	0	0	0	0	0.222	0.505	0	0.718	0.882
TPM4	NPM1	9606.ENSP00000494125	9606.ENSP00000296930	0	0	0	0	0.085	0	0.500	0.638	0.820
TUBA1A	RAB7A	9606.ENSP00000439020	9606.ENSP00000265062	0	0	0	0	0.109	0	0.650	0.146	0.710
TUBA1A	TUBA1B	9606.ENSP00000439020	9606.ENSP00000336799	0	0	0.047	0.987	0.327	0.922	0.400	0.050	0.966
TUBA1A	DYNC1H1	9606.ENSP00000439020	9606.ENSP00000348965	0	0.016	0	0	0.069	0.921	0.650	0.504	0.985
TUBA1A	ACTB	9606.ENSP00000439020	9606.ENSP00000494750	0	0	0.200	0	0.218	0.303	0.400	0.476	0.838
TUBA1B	RAB7A	9606.ENSP00000336799	9606.ENSP00000265062	0	0	0	0	0.117	0	0.650	0.154	0.716
TUBA1B	ACTB	9606.ENSP00000336799	9606.ENSP00000494750	0	0	0.201	0	0.270	0.136	0	0.618	0.782
TUBA1B	DYNC1H1	9606.ENSP00000336799	9606.ENSP00000348965	0	0.016	0	0	0.086	0.251	0.650	0.241	0.794
TUBA1B	TUBA1A	9606.ENSP00000336799	9606.ENSP00000439020	0	0	0.047	0.987	0.327	0.922	0.400	0.050	0.966
TWF1	MYH9	9606.ENSP00000449428	9606.ENSP00000216181	0	0	0	0	0	0.174	0.800	0.061	0.831
TWF1	CFL1	9606.ENSP00000449428	9606.ENSP00000432660	0	0	0	0	0.044	0.550	0	0.815	0.913
TWF1	MYO1C	9606.ENSP00000449428	9606.ENSP00000496954	0	0	0	0	0.042	0.315	0.800	0.092	0.864
U2AF2	HNRNPD	9606.ENSP00000307863	9606.ENSP00000313199	0	0	0	0	0.153	0.650	0	0.540	0.852
U2AF2	PTBP1	9606.ENSP00000307863	9606.ENSP00000349428	0	0	0	0	0.717	0.179	0	0.807	0.951
UBE2N	RAD23A	9606.ENSP00000316176	9606.ENSP00000467024	0	0	0	0	0.068	0.172	0.500	0.365	0.722
UBE2N	H2AX	9606.ENSP00000316176	9606.ENSP00000434024	0	0	0	0	0.056	0.087	0.500	0.506	0.758
